rank,char,pinyin,pinyin_no_accents,meaning,alternative,alternative2,trad1,trad2
1409,映,yìng,ying,shine,,,,
1410,询,xún,xun,"询问 xúnwèn ask about, inquire",,,詢,
1411,惨,cǎn,can,"tragic; savage",,,慘,
1412,麦,mài,mai,"wheat, etc; 麦片 màipiàn oatmeal; 麦克风 màikèfēng <loan> microphone",,,麥,
1413,宿,sù,su,"stay overnight, <family name>",,,,
1413,宿,xiǔ,xiu,"<classifier for nights>; 住一宿 zhù yì xiǔ stay one night",,,,
1413,宿,xiù,xiu,"constellation in Chinese astronomy",,,,
1414,倍,bèi,bei,"times; 三倍 three times (as much)",,,,
1415,粗,cū,cu,"thick, rough, coarse",,,,
1416,腾,téng,teng,"jump, gallop, vacate; 沸腾 boiling",,,騰,
1416,腾,tēng,teng,thump,,,,
1417,稍,shāo,shao,"(稍稍, 稍微) a little, a bit, slightly",,,,
1417,稍,shào,shao,稍息,,,,
1418,截,jié,jie,"cut, stop; section, length; 半截 half a section",,,,
1419,染,rǎn,ran,"to dye; catch (disease); 染料 dye; 污染 pollution",,,,
1420,乌,wū,wu,"(=乌鸦 wūyā) crow, (=乌黑 wūhēi) black; 乌龟 wūguī tortoise",,,烏,
1421,愈,yù,yu,"heal, get better; 愈…愈… (like 越 yuè)",,,,
1422,岗,gǎng,gang,"mound, sentry",,,崗,
1422,岗,gāng,gang,"花岗石 huāgāngshí granite",,,,
1422,岗,gàng,gang,"岗口 gànkǒu delicious sweet",,,,
1423,柳,liǔ,liu,willow,,,,
1424,铺,pū,pu,"spread, unfold; pave",,,鋪,
1424,铺,pù,pu,"shop, store; plank bed; 卧铺",,,,
1425,涉,shè,she,"wade, ford, go through, involve; 干涉 gānshè interfere",,,,
1426,疾,jí,ji,"(=疾病 jíbìng) illness; 疾苦 jíkǔ hardship",,,,
1427,挡,dǎng,dang,"ward off, block, gear (of car)",,,擋,
1427,挡,dàng,dang,"摒挡 bìngdàng arrange, get ready",,,,
1428,奉,fèng,feng,"accept, offer; 奉命 receive orders; 奉承 flatter",,,,
1429,踏,tà,ta,"step on; 糟蹋 (=糟蹋 zāota) zāota ruin, waste, insult, affront",,,,
1429,踏,tā,ta,"(=塌 tā) collapse, sink, calm down",,,,
1430,忠,zhōng,zhong,faithful,,,,
1431,伍,wǔ,wu,"(=五 wǔ) five, <family name>; 队伍 duìwǔ troops",,,,
1432,躲,duǒ,duo,"hide (oneself), avoid, dodge",,,,
1433,籍,jí,ji,"book, registry, native place, membership; 国籍 guójí nationality",,,,
1434,努,nǔ,nu,"努力 nǔlì try hard",,,,
1435,朗,lǎng,lang,"爽朗 shuǎnglǎng, 明朗 bright and clear; 朗讼 recite",,,,
1436,箱,xiāng,xiang,box,,,,
1437,裁,cái,cai,"cut cloth or paper; reduce; decide; sanction",,,,
1438,帐,zhàng,zhang,"curtain; 蚊帐 mosquito net; 帐篷 tent; account",,,帳,
1439,兼,jiān,jian,"double; simultaneously: 兼容 compatible",,,,
1440,彼,bǐ,bi,"彼此 bǐcǐ each other",,,,
1441,霞,xiá,xia,"rosy clouds",,,,
1442,猪,zhū,zhu,"pig; 猪年 zhūnián the year of the pig = the 12th year",,,豬,
1443,悉,xī,xi,"熟悉 shúxī know well, be familiar with",,,,
1444,扎,zhā,zha,prick,,,,
1444,扎,zhá,zha,"挣扎 zhēngzhá struggle",,,,
1444,扎,zā,za,包扎,,,,
1445,劝,quàn,quan,advise,,,勸,
1446,薄,báo,bao,thin,,,,
1446,薄,bó,bo,"slight; 薄弱 weak",,,,
1446,薄,bò,bo,"薄荷 bòhe peppermint",,,,
1447,筑,zhù,zhu,"build, construct; 建筑学 architecture",,,築,
1448,俊,jùn,jun,"handsome, pretty; 英俊 brilliant, talented",,,,
1449,鞋,xié,xie,shoe,,,,
1450,距,jù,ju,"(距离 jùlí) distance",,,,
1451,侵,qīn,qin,"(=侵略 qīnlüè, =侵入 qīnrù) invade, intrude into",,,,
1452,欣,xīn,xin,"欣赏 xīnshǎng enjoy",,,,
1453,挤,jǐ,ji,"squeeze; crowd; push, jostle; 拥挤 yōngjǐ crowded",,,擠,
1454,媒,méi,mei,"go-between, matchmaker; 媒介 medium, intermediary",,,,
1455,吐,tǔ,tu,spit,,,,
1455,吐,tù,tu,"(呕吐 ǒutù) vomit",,,,
1456,魂,hún,hun,"(灵魂 línghún) soul, spirit, mood",,,,
1457,洁,jié,jie,"(=纯洁 chúnjié) pure, (=清洁 qīngjié) clean, sanitay; 洁白 jiébái pure white, spotless",,,潔,
1458,枝,zhī,zhi,branch,,,,
1458,枝,qí,qi,"(=歧 qí) fork, brach, divergent",,,,
1459,盈,yíng,ying,"full; 盈利 yínglì profit, have a surplus",,,,
1460,阻,zǔ,zu,"block; 阻止 zǔzhǐ prevent; 电阻 diànzǔ resistance",,,,
1461,陷,xiàn,xian,"pit, trap; cave in; 陷入 sink/fall into",,,,
1462,甲,jiǎ,jia,"helmet; 指甲 zhījia fingernail; 甲虫 beetle",,,,
1463,郑,zhèng,zheng,"<family name>; 郑重 zhèngzhòng serious, solemn",,,鄭,
1464,鸣,míng,ming,"cry of birds, animals, insects; ring, sound; express",,,鳴,
1465,倘,tǎng,tang,"(=倘若 tǎngruò) if, supposing",,,,
1466,剩,shèng,sheng,"be left over, remain, (=剩余 shèngyú) surplus, left over, remain",,,,
1467,颗,kē,ke,"grain, small round object, <classifier for small round things>; 一颗珠子 yì kē zhūzi one pearl",,,顆,
1468,拖,tuō,tuo,"pull, drag; procrastinate",,,,
1469,舒,shū,shu,"stretch; 舒服 shūfu comfortable; 舒畅 shūchàng carefree",,,,
1470,惠,huì,hui,"恩惠 ēnhuì favor, kindness; 贤惠 xiánhuì virtuous (女)",,,,
1471,昏,hūn,hun,"dusk, dark, to faint",,,,
1472,振,zhèn,zhen,"shake, stimulate; 振动 vibration; 振奋 inspire",,,,
1473,戒,jiè,jie,"forbid; 戒严 jièyán enforce martial law; 戒指 jièzhi ring",,,,
1474,丧,sàng,sang,"lose (by death), lose (sth. important); 丧失 sàngshī forfeit",,,喪,
1474,丧,sāng,sang,"mourning; 丧事 sāngshì funeral arrangements",,,,
1475,焦,jiāo,jiao,"burnt; (焦炭) coke; 焦急 jiāojí anxious; 焦点 focus",,,,
1476,爬,pá,pa,"crawl, climb",,,,
1476,爬,pā,pa,"矮爬爬 ǎipāpā squat, short",,,,
1477,凌,líng,ling,"insult; encroach; draw near; 凌晨 língchén before dawn",,,,
1478,慧,huì,hui,"智慧 zhìhuì wisdom",,,,
1479,偶,ǒu,ou,"(偶然 ǒurán) by chance, even number",,,,
1480,晃,huàng,huang,"(摇晃 yáohuang) shake, sway",,,,
1480,晃,huǎng,huang,dazzle,,,,
1480,晃,huāng,huang,,,,,
1481,桃,táo,tao,"(桃子) peach; 桃花 peach blossom; 樱桃 yīngtáo cherry",,,,
1482,赤,chì,chi,"red, bare; 赤道 chìdào equator; 赤脚 chìjiǎo barefoot",,,,
1483,烂,làn,lan,"messy; 灿烂 cànlàn splendid",,,爛,
1483,烂,lān,lan,,,,,
1484,骗,piàn,pian,"(欺骗) deceive; cheat, swindle; 骗局 hoax; 骗子 swindler",,,騙,
1485,措,cuò,cuo,"arrange; 措施 cuòshī measure, step",,,,
1486,页,yè,ye,page,,,頁,
1487,凶,xiōng,xiong,"terrible; 凶恶 xiōng'è fiendish; 凶猛 xiōngměng ferocious",,,,
1488,泰,tài,tai,"peace, quiet; 泰国 Thailand; 泰山 Tàishān Mount Tai, something of great importance",,,,
1489,尸,shī,shi,"corpse, 尸体 shītǐ dead body",,,屍,
1490,坡,pō,po,"slope, hillside; 坡度 pōdù slope, gradient",,,,
1491,勒,lēi,lei,"tie or strap tightly",,,,
1491,勒,lè,le,"勒索 lèsuǒ",,,,
1492,疗,liáo,liao,"treat, cure; 疗法 therapy",,,療,
1493,塔,tǎ,ta,"pagoda, tower",,,,
1493,塔,da,da,"泥圪塔; 树圪塔",,,,
1494,尘,chén,chen,"(灰尘 huīchén) dust",,,塵,
1495,躺,tǎng,tang,"lie down",,,,
1496,殊,shū,shu,"特殊 tèshū special, particular",,,,
1497,慰,wèi,wei,"安慰 comfort, console; 慰问 express sympathy for",,,,
1498,坛,tán,tan,"(F壇) altar, raised plot of ground; (F罈) jar, jug",,,,
1499,甘,gān,gan,"sweet; 甘蔗 gānzhe sugarcane; 甘肃 Gānsù",,,,
1500,咬,yǎo,yao,"bite; bark; pronounce",,,,
1501,拒,jù,ju,"resist; (拒绝 jùjué) refuse",,,,
1502,彪,biāo,biao,"young tiger",,,,
1503,炸,zhà,zha,"(爆炸 bàozhà) explode, blow up",,,,
1503,炸,zhá,zha,"deep fry",,,,
1504,井,jǐng,jing,"(water) well, <family name>",,,,
1505,崇,chóng,chong,"worship, high, sublime",,,,
1506,饮,yǐn,yin,drink,,,飲,
1506,饮,yìn,yin,"give animals water to drink",,,,
1507,祝,zhù,zhu,"express good wishes; 庆祝 qìngzhù celebrate; 祝贺 zhùhè congratulate; 祝福 zhùfú invoke/give blessing",,,,
1508,汪,wāng,wang,"汪汪 wāngwāng tearful, bow-wow; 汪洋 boundless (ocean)",,,,
1509,牢,láo,lao,"firm, durable; (牢房 láofáng) prison; 牢固 láogù sturdy",,,,
1510,桂,guì,gui,"laurel (bay) tree; 桂林 Guìlín",,,,
1511,尾,wěi,wei,"(=尾巴 wěiba) tail",,,,
1511,尾,yǐ,yi,"后尾 hòuyǐ <colloquial> end, behind",,,,
1512,漂,piāo,piao,float,,,,
1512,漂,piào,piao,"漂亮 paiòliang beautiful",,,,
1512,漂,piǎo,piao,"漂白 piǎobái bleach",,,,
1513,聊,liáo,liao,"just, slightly; 无聊 wúliáo bored, silly; 聊天儿 liáotiānr chat, gossip",,,,
1514,撒,sā,sa,"cast, let go",,,,
1514,撒,sǎ,sa,"scatter, sprinkle",,,,
1515,恰,qià,qia,"(恰当 qiàdàng) appropriate, suitable; 恰好 qiàhǎo just right",,,,
1516,凝,níng,ning,"混凝土 hùnníngtǔ concrete; 凝视 níngshì stare; 凝固 nínggù solidify",,,,
1517,矛,máo,mao,"spear; 矛盾 máodùn ""spear-shield"" = contradiction",,,,
1518,於,Yū,Yu,"<family name>",,,,
1518,於,wū,wu,"<archaic> sigh and exclaim",,,,
1518,於,yú,yu,"(S于) in, at, to, from, by, than",,,,
1519,宾,bīn,bin,"guest; 宾馆 bīnguǎn hotel",,,賓,
1520,绪,xù,xu,"情绪 qíngxù mood, depression; 头绪 tóuxù lead, clue",,,緒,
1521,彭,Péng,Peng,"<family name>",,,,
1522,肚,dù,du,"(肚子 dùzi) stomach",,,,
1522,肚,dǔ,du,tripe,,,,
1523,匆,cōng,cong,"urgent, rushed; 匆匆 cōngcōng hurriedly, obviously, apparently; 匆忙 cōngmáng in a hurry",,,,
1524,描,miáo,miao,"trace, touch up; 描写 miáoxiě describe",,,,
1525,粉,fěn,fen,"powder; 洗衣粉 xǐyīfěn laundry detergent; 粉红色 fěnhóngsè pink",,,,
1526,贼,zéi,zei,thief,,,賊,
1527,乏,fá,fa,"(=缺乏quēfá) lack; 疲乏 pífá tired; 贫乏 pínfá poor",,,,
1528,盾,dùn,dun,"shield; 矛盾 máodùn ""spear-shield"" = contradiction",,,,
1529,愁,chóu,chou,worry,,,,
1530,斜,xié,xie,"slanting; 斜边 xiébiān hypoteneuse; 斜率 xiélǜ slope",,,,
1531,裂,liè,lie,"split, crack: 分裂 fēnliè split, divide, break up, fission",,,,
1531,裂,liě,lie,"crack open",,,,
1532,滑,huá,hua,"slip, slide, smooth, slippery; 滑冰 huábīng ice-skate",,,,
1533,斐,fěi,fei,"to possess literary talent; 斐然 fěirán brilliant (of literature); 斐济 Fěijì Fiji",,,,
1534,废,fèi,fei,waste,,,廢,
1535,寂,jì,ji,"寂寞 jìmò lonely; 寂静 jìjìng quiet (place); 沉寂 chénjì quiet",,,,
1536,涌,yǒng,yong,"gush, pour, rise, surge; 汹涌 xiōngyǒng turbulent",,,,
1537,详,xiáng,xiang,"详细 xiángxì detailed; 端详 duānxiáng details; 安详 ānxiáng serene",,,詳,
1538,汤,tāng,tang,"hot water, soup",,,湯,
1538,汤,shāng,shang,"汤汤 shāngshāng to flow turbulently",,,,
1539,彻,chè,che,"彻底 chèdǐ thorough; 贯彻 guànchè carry out, implement",,,徹,
1540,玄,xuán,xuan,"black, dark, profound, abstruse; 玄学 xuánxué metaphysics",,,,
1541,斤,jīn,jin,"half a kilogram; 公斤 gōngjīn kilogram",,,,
1542,轰,hōng,hong,"bang, boom, rumble, bomb, attack, drive out; 轰轰烈烈 hōnghōnglièliè grand, spectacular",,,轟,
1543,奸,jiān,jian,"treacherous, traitor; (F姦) adultery; 强奸 qiángjiān rape",,,,
1544,怜,lián,lian,"可怜 kělián poor, pitiful",,,憐,
1545,朵,duǒ,duo,"(=朵儿 duǒr) flower, <classifier for flowers, clouds etc.>; 一朵花 yì duǒ huā; 一朵云",,,,
1545,朵,duo,duo,"耳朵 ěrduo ear",,,,
1546,佳,jiā,jia,"good, beautiful",,,,
1547,皆,jiē,jie,"<slightly archaic> all, everyone",,,,
1548,鸟,niǎo,niao,bird,,,鳥,
1548,鸟,diǎo,diao,(=屌),,,,
1549,邦,bāng,bang,"nation, state, country; 城邦 chéngbāng city-state; 乌托邦 wūtuōbāng utopia",,,,
1550,扶,fú,fu,"support with the hand, help",,,,
1551,毁,huǐ,hui,"destroy; 毁灭 huǐmiè exterminate",,,毀,
1552,聪,cōng,cong,"聪明 cōngming clever, intelligent, bright",,,聰,
1553,辩,biàn,bian,"(辩论 biànlùn) debate, argue; 辩证 diagnosis",,,辯,
1554,瓶,píng,ping,"(=瓶子 píngzi) bottle",,,,
1555,饿,è,e,hungry,,,餓,
1556,蛇,shé,she,snake,,,,
1556,蛇,yí,yi,"虚与委蛇 xūyǔwēiyí pretended interest and sympathy",,,,
1557,捕,bǔ,bu,"catch; 逮捕 dàibǔ arrest",,,,
1558,搬,bān,ban,"move; 搬家 move house",,,,
1559,沈,Shěn,Shen,"<family name>, liquid essence; (F瀋) 沈阳 Shěnyáng; 墨沈未干 mòshěnwèigān ""before the ink is dry""",,,,
1559,沈,chén,chen,"(=沉) to sink",,,,
1560,枫,fēng,feng,"Chinese sweet gum (tree); maple",,,楓,
1561,舅,jiù,jiu,"舅舅 jiùjiu uncle, mother's brother",,,,
1562,幽,yōu,you,"幽静 secluded; 幽默 humor; 幽暗 gloomy; 幽灵 ghost",,,,
1563,魔,mó,mo,"evil spirit, (=恶魔 èmó, =魔鬼 móguǐ) demon; 魔术 móshù magic",,,,
1564,琴,qín,qin,"zither-like instrument; 钢琴 piano; 小提琴 violin",,,,
1565,挣,zhèng,zheng,"struggle; earn",,,掙,
1565,挣,zhēng,zheng,"挣扎 zhēngzhá struggle",,,,
1566,聘,pìn,pin,"engage; 聘请 pìnqǐng engage, invite",,,,
1567,弯,wān,wan,"curve, bend",,,彎,
1568,墓,mù,mu,"(=坟墓 fénmù) grave, tomb",,,,
1569,欺,qī,qi,"(=欺骗 qīpiàn) cheat, deceive, (=欺负 qīfu) bully",,,,
1570,悟,wù,wu,"realize; 觉悟 consciousness; 孙悟空",,,,
1571,蒋,Jiǎng,Jiang,"<family name>",,,蔣,
1572,臣,chén,chen,"high official, overseer, (=大臣 dàchén) minister",,,,
1573,返,fǎn,fan,"(=返回 fǎnhuí) return, go back",,,,
1574,违,wéi,wei,"disobey, (=违反 wéifǎn, =违背 wéibèi) violate; 违法 wéifǎ break the law",,,違,
1575,亏,kuī,kui,"lose (money); 吃亏 chīkuī suffer a loss, come to grief, treat unfairly; 幸亏 xìngkuī fortunately, luckily",,,虧,
1576,丢,diū,diu,"lose, misplace",,,丟,
1577,援,yuán,yuan,"hold, help; 支援 zhīyuán support; 援助 yuánzhù help",,,,
1578,赫,Hè,He,"<family name>, hertz",,,,
1579,魏,Wèi,Wei,"one of the Three Kingdoms, name of several dynasties, <family name>",,,,
1580,耐,nài,nai,"be able to endure; 有耐心 yǒubàixīn patient; 不耐烦 bú nàifán impatient",,,,
1581,佩,pèi,pei,"wear (at the waist), admire, pendant waist ornament; 佩服 pèifu admire; 敬佩 jìngpèi esteem",,,,
1582,酸,suān,suan,"sour, acid",,,,
1583,盟,méng,meng,"(联盟 liánméng) alliance, pact",,,,
1583,盟,míng,ming,"盟誓 míngshì oath of alliance",,,,
1584,胖,pàng,pang,"fat, plump",,,,
1584,胖,pán,pan,"<archaic> easy and comfortable",,,,
1585,傻,shǎ,sha,"stupid, idiotic; 傻子 shǎzi, 傻瓜 shǎguā idiot",,,,
1586,绕,rào,rao,"wind, coil, move around; 围绕 wéirào surround",,,繞,
1587,哼,hēng,heng,"groan, snort, hum",,,,
1587,哼,hng,hng,humph,,,,
1588,秦,Qín,Qin,"the Qin Dynasty 221-207 B.C., <family name>",,,,
1589,屈,qū,qu,"bend, submit, injustice; 屈服 qūfú surrender, yield; 委屈 wěiqu feel wronged, srong somebody",,,,
1590,辱,rǔ,ru,"侮辱 wǔrǔ insult, humiliate; 耻辱 chǐrǔ shame",,,,
1591,昨,zuó,zuo,"(=昨天 zuótiān) yesterday; 昨晚 zuówǎn yesterday evening",,,,
1592,瘦,shòu,shou,"thin, lean, frail, skinny",,,,
1593,暂,zàn,zan,"(=暂时 zànshí) temporary",,,暫,
1594,箭,jiàn,jian,"arrow; 火箭 huǒjiàn rocket; 箭头 jiàntóu arrowhead",,,,
1595,署,shǔ,shu,"(=署名 shǔmíng, =签署 qiānshǔ) sign one's name; 部署 bùshǔ deploy",,,,
1596,赴,fù,fu,"go to, attend",,,,
1597,递,dì,di,"hand over, pass, give; 递交 dìjiāo deliver, hand on, present, submit",,,遞,
1598,猜,cāi,cai,"guess; 猜想 cāixiǎng suppose",,,,
1599,潜,qián,qian,"潜水艇 qiánshuǐtǐng submarine; 潜力 qiánlì latent ability",,,潛,
1600,鸿,hóng,hong,"(鸿雁 hóngyàn) swan, wild goose, vast",,,鴻,
1601,绩,jì,ji,"成绩 grade, achievement; 功绩 merits and achievements",,,績,
1602,耀,yào,yao,"shine, dazzle",,,,
1603,涂,tú,tu,"spread on; 涂料 túliào coating",,,塗,
1603,涂,tu,tu,"糊涂 hútu muddled",,,,
1603,涂,tū,tu,"糊里八涂 húlibātū confused, muddle-headed",,,,
1604,割,gē,ge,"cut; 收割 shōugē to harvest",,,,
1605,豆,dòu,dou,"bean; 豆腐 dòufu tofu; 大豆 dàdòu soybean; 豌豆 wāndòu pea",,,,
1606,闷,mēn,men,"muffled (of sound), stuffy, cut off from air circulation",,,悶,
1606,闷,mèn,men,"bored, depressed",,,,
1607,亭,tíng,ting,"(=亭子 tíngzi) pavilion, kiosk",,,,
1608,祥,xiáng,xiang,"(=吉祥 jíxiáng) auspicious; 慈祥 cíxiáng kindly, mercy",,,,
1609,励,lì,li,"鼓励 gǔlì, 激励 jīlì encourage; 奖励 jiǎnglì reward",,,勵,
1610,宇,yǔ,yu,"eaves, universe; 宇宙 yǔzhòu cosmos; 庙宇 miàoyǔ temple",,,,
1611,泛,fàn,fan,"flood; 广泛 guǎngfàn wide, extensive; 泛滥 fànlàn overflow",,,,
1612,狼,láng,lang,"wolf, greedy and cruel person; 狼狈 lángbèi in a difficult position",,,,
1613,悔,huǐ,hui,"(=后悔 hòuhuǐ) regret, repent",,,,
1614,搭,dā,da,"put up, hang over, lift together",,,,
1614,搭,dá,da,"搭茬儿 dáchár pursue another's utterance; 哪搭 nǎdá where, wherever",,,,
1615,舰,jiàn,jian,"(=军舰 jūnjiàn) warship; 航空母舰 hángkōngmǔjiàn aircraft carrier",,,艦,
1616,浮,fú,fu,float,,,,
1617,牵,qiān,qian,"lead along (by hand, halter, etc.); 牵牛下地 qiānniú xià dì",,,牽,
1618,符,fú,fu,"符合 fúhé conform to; 符号 fúhào mark, symbol",,,,
1619,肃,sù,su,"严肃 yánsù serious, solemn; 肃清 sùqīng eliminate",,,肅,
1620,奴,nú,nu,"(=奴隶 núlì) slave",,,,
1621,爆,bào,bao,"(=爆炸 bàozhà) explode, (=爆发 bàofā) erupt, burst; 爆竹 bàozhú firecracker",,,,
1622,姊,zǐ,zi,"elder sister; 姊妹 zǐmèi sisters",,,,
1623,幼,yòu,you,"young, children; 幼稚 yòuzhì childish; 幼儿 child",,,,
1624,夹,jiā,jia,"press, squeeze, clip",,,夾,
1624,夹,jiá,jia,"lined (clothing)",,,,
1624,夹,gā,ga,"夹肢窝 gāzhiwō armpit",,,,
1625,邀,yāo,yao,"(邀请 yāoqǐng) invite",,,,
1626,疯,fēng,feng,crazy,,,瘋,
1627,允,yǔn,yun,"允许 yǔnxǔ permit, allow",,,,
1628,恼,nǎo,nao,"恼火 nǎohuǒ angry, annoyed",,,惱,
1629,租,zū,zu,"rent; 出租汽车 chūzūqìchē taxi",,,,
1630,椅,yǐ,yi,"(椅子 yǐzi) chair",,,,
1631,尺,chǐ,chi,"ruler, one-third of a meter; 英尺 yīngchǐ (English) foot",,,,
1631,尺,chě,che,"工尺 gōngchě traditional Chinese musical notation",,,,
1632,侍,shì,shi,"侍候 shìhòu wait upon, look after",,,,
1633,腐,fǔ,fu,"rotten; 豆腐 tofu; 腐蚀 corrode; 腐败 corrupt",,,,
1634,颤,chàn,chan,"quiver; 颤抖 chàndǒu tremble; 颤动 chàndòng vibrate",,,顫,
1634,颤,zhàn,zhan,"tremble, shudder",,,,
1635,扭,niǔ,niu,"twist, turn around, seize; 别扭 bièniu awkward",,,,
1635,扭,niū,niu,"吱扭 zīniū squeak",,,,
1636,菲,fěi,fei,"菲薄 fēibó humble",,,,
1636,菲,fēi,fei,"luxuriant; 菲律宾 Fěilǜbīn Philippines",,,,
1637,瓦,wǎ,wa,"tile; (瓦特 wǎtè) Watt",,,,
1637,瓦,wà,wa,"to tile a roof",,,,
1637,瓦,wā,wa,"蓝瓦瓦 lánwāwā dazzling blue",,,,
1638,擦,cā,ca,"rub, wipe, scrape",,,,
1639,辣,là,la,"spicy; 辣椒 làjiāo hot pepper; 毒辣 dúlà sinister",,,,
1639,辣,lā,la,"热辣辣 rèlālā burning hot, impassioned, passionate",,,,
1640,奏,zòu,zou,"play music; 演奏 yǎnzòu perform music; 节奏 jiézòu rhythm",,,,
1641,殷,yīn,yin,"rich, <family name>",,,,
1641,殷,yān,yan,"(=殷红 yānhóng) blackish red, dark red",,,,
1642,埋,mái,mai,"bury, cover up",,,,
1642,埋,mán,man,"埋怨 mányuàn blame, complain",,,,
1643,摔,shuāi,shuai,"fall down; 摔交 shuāijiāo wrestling",,,,
1644,盼,pàn,pan,"look, (=盼望 pànwàng) hope for, look forward to",,,,
1645,吟,yín,yin,"chant, recite",,,,
1645,吟,yīn,yin,"笑吟吟 xiàoyīnyīn smilingly",,,,
1646,渡,dù,du,"cross a river/sea/etc., tide over, ferry across; 渡船 dùchuán ferry",,,,
1647,衫,shān,shan,"(=衬衫 chènshān) shirt",,,,
1648,跨,kuà,kua,"step, stride, straddle, go beyond",,,,
1649,醉,zuì,zui,drunk,,,,
1650,艰,jiān,jian,"(=艰难 jiānnán) difficult, (=艰苦 jiānkǔ) arduous",,,艱,
1651,掩,yǎn,yan,"hide, sneak attack; 掩护 yǎnhù to shield; 掩盖 yǎngài conceal",,,,
1652,荷,hé,he,"lotus; 荷花 héhuā lotus flower",,,,
1652,荷,hè,he,"carry, load",,,,
1653,苍,cāng,cang,"dark green or blue; 苍天 blue sky; 苍松 green pine; 苍蝇 cāngying fly, mosquito; 苍白 cāngbái pale, lifeless, grayish",,,蒼,
1654,旋,xuán,xuan,"spin; 旋转 xuánzhuǎn rotate",,,,
1654,旋,xuàn,xuan,"whirl, lathe",,,,
1655,揭,jiē,jie,uncover,,,,
1656,桑,sāng,sang,"mulberry tree; 桑蚕 sāngcán silkworm; 桑叶 sāngyè mulberry leaves",,,,
1657,仗,zhàng,zhang,"battle, war; 打仗 dǎzhàng wage a war, fight a battle",,,,
1658,莲,lián,lian,"lotus, water lilly",,,蓮,
1659,钻,zuān,zuan,"drill, get into, study",,,鑽,
1659,钻,zuàn,zuan,"drill, auger, diamond, watch jewel",,,,
1660,宏,hóng,hong,"宏伟 hóngwěi magnificient; 宏大 hóngdà great; 宏观 hóngguān macroscopic",,,,
1661,幻,huàn,huan,"unreal, imaginary, magical; 科幻小说 kēhuàn xiàoshuō science fiction novel",,,,
1662,刃,rèn,ren,"(=刀刃 dāorèn) sharp edge of knife or sword, kill with knife or sword",,,,
1663,峡,xiá,xia,"(=峡谷 xiágǔ) gorge, canyon; 海峡 hǎixiá strait, channel; 三峡 Sān Xiá the Three Gorges of the Yangtze river",,,峽,
1664,辽,liáo,liao,"辽阔 liáokuò vast, extensive; 辽宁 Liáoníng (a province)",,,遼,
1665,娃,wá,wa,"(娃娃 wáwa) baby",,,,
1666,凯,kǎi,kai,"凯歌 kǎigē song of triumph",,,凱,
1667,患,huàn,huan,"worry, anxiety, disaster; 患病 huànbìng fall ill",,,,
1668,障,zhàng,zhang,"barrier, obstacle, (=障碍 zhàng'ài) obstruct; 保障 bǎozhàng ensure",,,,
1669,丐,gài,gai,"(=乞丐 qǐgài) beggar",,,,
1670,衡,héng,heng,"weighing equipment, (=衡量 héngliang) weigh, measure, judge",,,,
1671,猫,māo,mao,"cat; 熊猫 xióngmāo panda; 猫头鹰 māotóuyīng owl",,,貓,
1671,猫,máo,mao,"猫腰 máoyāo stoop, crouch",,,,
1672,丑,chǒu,chou,"second Earthly Branch, a clown in an opera, <faily name>; (F醜) 丑陋 chǒulòu ugly, disgraceful, scandalous",,,,
1673,涛,tāo,tao,"great waves",,,濤,
1674,暖,nuǎn,nuan,"warm up, (=温暖 wēnnuǎn) warm; 暖和 nuǎnhuo nice and warm",,,,
1675,溜,liū,liu,"slide, sneak away",,,,
